municipality,year,priority,kind,url,title
West Stockbridge,2021,3,election_page,https://www.weststockbridge-ma.gov/DocumentCenter/View/389/Early-Voting-Application-for-Town-Election,Early Voting Application for Town Election
West Stockbridge,2021,4,minutes,https://www.weststockbridge-ma.gov/DocumentCenter/View/560,Board of Assessors Minutes 11 02 2021?bidId=
West Stockbridge,2024,1,annual_report,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/news/2024_annual_town_report.pdf,
West Stockbridge,2024,1,annual_report,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/uploads/2024_annual_town_report.pdf,
West Stockbridge,2024,3,election_page,https://www.weststockbridge-ma.gov/1328/Town-Clerk,Town Clerk
West Stockbridge,2024,3,election_page,https://www.weststockbridge-ma.gov/1330/Absentee-Early-Voting-Information,Absentee & Early Voting Information
Westwood,2021,3,election_page,https://townhall.westwood.ma.us/government/current-election-information,Town Meeting & Election Info
Westwood,2021,3,election_page,https://townhall.westwood.ma.us/how-do-i/find/voting-locations,Voting Locations
Westwood,2022,3,election_page,https://townhall.westwood.ma.us/government/current-election-information,Town Meeting & Election Info
Westwood,2022,3,election_page,https://townhall.westwood.ma.us/how-do-i/find/voting-locations,Voting Locations
Westwood,2025,3,election_page,https://townhall.westwood.ma.us/government/current-election-information,Town Meeting & Election Info
Westwood,2025,3,election_page,https://townhall.westwood.ma.us/how-do-i/find/voting-locations,Voting Locations
Weymouth,2023,1,annual_report,https://weymouth.ma.us/DocumentCenter/View/1871/FY2023-Annual-Town-Report,FY2023 Annual Town Report
Weymouth,2023,2,townmtg_election,https://weymouth.ma.us/DocumentCenter/View/1957/Annual-Town-Meeting-Presentation---May-15-2023,"Annual Town Meeting Presentation - May 15, 2023"
Weymouth,2023,3,election_page,https://weymouth.ma.us/1545/Town-Clerk,
Weymouth,2023,3,election_page,https://weymouth.ma.us/1982/2026-State-Elections,
Weymouth,2025,1,annual_report,https://weymouth.ma.us/DocumentCenter/View/13170/FY2025-Annual-Town-Report,FY2025 Annual Town Report
Weymouth,2025,1,annual_report,https://weymouth.ma.us/DocumentCenter/View/13731/TRC_Whitmans-Pond-2025-Annual-Report,TRC_Whitmans Pond 2025 Annual Report
Weymouth,2025,3,election_page,https://weymouth.ma.us/1545/Town-Clerk,
Weymouth,2025,3,election_page,https://weymouth.ma.us/1982/2026-State-Elections,
Whately,2021,1,annual_report,https://www.whately.org/sites/g/files/vyhlif5211/f/uploads/2021_annual_report_of_the_personnel_committee_002.pdf,
Whately,2021,2,townmtg_election,https://www.whately.org/sites/g/files/vyhlif5211/f/agendas/2021_6-15_annual_town_meeting_warrant_0.pdf,
Whately,2021,2,townmtg_election,https://www.whately.org/sites/g/files/vyhlif5211/f/agendas/special_town_meeting_warrant_-_11.06.2021.pdf,
Whately,2021,2,townmtg_election,https://www.whately.org/sites/g/files/vyhlif5211/f/minutes/2021_4-10_special_town_meeting.pdf,
Whately,2025,2,townmtg_election,https://www.whately.org/sites/g/files/vyhlif5211/f/uploads/-_2025_annual_town_meeting_warrant_-_final.pdf,
Whately,2025,2,townmtg_election,https://www.whately.org/sites/g/files/vyhlif5211/f/uploads/spring_2025_special_town_meeting_warrant_04.30.2025.pdf,
Whately,2025,3,election_page,https://whately.org/departments/town_clerk/index.php,Town Clerk
Wilbraham,2021,1,annual_report,https://wilbraham-ma.gov/DocumentCenter/View/4911/Wilbraham-2021-Annual-Town-Report,
Wilbraham,2021,2,townmtg_election,https://wilbraham-ma.gov/ImageRepository/Document?documentID=665,Annual Town Meeting / Town Meeting Documents 2021 Annual
Wilbraham,2021,2,townmtg_election,https://www.wilbraham-ma.gov/DocumentCenter/View/4419,Wilbraham Special Town Meeting Oct18 release 072021?bidId=
Wilbraham,2021,3,election_page,https://wilbraham-ma.gov/138/Voting-Elections,Voting & Elections
Williamsburg,2021,1,annual_report,https://www.burgy.org/sites/g/files/vyhlif1451/f/uploads/2021_annual_town_report_0.pdf,
Williamsburg,2021,3,election_page,https://burgy.org/town-clerk,Town Clerk
Williamsburg,2021,4,minutes,http://burgy.org/Pages/WilliamsburgMA_CPCMin/cpc2009/Minutes%207%2021%2009.pdf,
Williamsburg,2021,4,minutes,http://burgy.org/Pages/WilliamsburgMA_ConserveMin/FOV1-0003CAB1/Minutes%20July%2021%202011.pdf,
Williamsburg,2025,3,election_page,https://burgy.org/town-clerk,Town Clerk
Williamsburg,2025,4,minutes,http://burgy.org/Pages/WilliamsburgMA_ConserveMin/FOV1-00043ECC/Minutes%20-%20July%2025%20-2013,
Williamsburg,2025,4,minutes,http://burgy.org/Pages/WilliamsburgMA_ConserveMin/FOV1-00043ECC/Minutes%20-%20June%2025-2013,
Williamsburg,2025,4,minutes,http://burgy.org/Pages/WilliamsburgMA_ConserveMin/FOV1-000463CD/Minutes%20-%20Sep%2025%202014.pdf,
Williamstown,2021,2,townmtg_election,https://williamstownma.gov/wp-content/uploads/2021/02/FY19-ANNUAL-TOWN-MEETING-WARRANT.pdf,
Williamstown,2021,2,townmtg_election,https://williamstownma.gov/wp-content/uploads/2021/03/FY21-ANNUAL-TOWN-MEETING-WARRANT.pdf,
Williamstown,2021,2,townmtg_election,https://williamstownma.gov/wp-content/uploads/2021/04/Printer-copy-FY20-ANNUAL-TOWN-MEETING-WARRANT-1.pdf,
Williamstown,2021,2,townmtg_election,https://williamstownma.gov/wp-content/uploads/2021/05/FY22-ANNUAL-TOWN-MEETING-WARRANT.pdf,
Windsor,2021,3,election_page,https://www.windsormass.com/requests-1/elections,
Windsor,2022,3,election_page,https://www.windsormass.com/requests-1/elections,
Windsor,2023,3,election_page,https://www.windsormass.com/requests-1/elections,
Windsor,2024,3,election_page,https://www.windsormass.com/requests-1/elections,
Windsor,2025,3,election_page,https://www.windsormass.com/requests-1/elections,
Winthrop,2023,1,annual_report,https://www.winthropma.gov/DocumentCenter/View/2163,ANNUAL REPORT2023?bidId=
Winthrop,2023,3,election_page,https://winthropma.gov/676/9-1-2026-STATE-PRIMARY-ELECTION-INFORMAT,
Winthrop,2023,3,election_page,https://winthroptranscript.com/2025/09/24/peter-gill-will-seek-re-election-to-the-winthrop-housing-authority/,Peter Gill will Seek Re-election to the Winthrop Housing Aut
Winthrop,2023,3,election_page,https://winthroptranscript.com/2025/10/30/polls-open-tuesday-for-town-election/,Polls Open Tuesday for Town Election
Winthrop,2025,3,election_page,https://winthropma.gov/676/9-1-2026-STATE-PRIMARY-ELECTION-INFORMAT,
Winthrop,2025,3,election_page,https://winthroptranscript.com/2025/09/24/peter-gill-will-seek-re-election-to-the-winthrop-housing-authority/,Peter Gill will Seek Re-election to the Winthrop Housing Aut
Winthrop,2025,3,election_page,https://winthroptranscript.com/2025/10/30/polls-open-tuesday-for-town-election/,Polls Open Tuesday for Town Election
Winthrop,2025,4,minutes,https://www.winthropma.gov/AgendaCenter/ViewFile/Minutes/_01072025-1382,
Worthington,2021,1,annual_report,https://worthington-ma.us/wp-content/uploads/2021/04/FY2020-Annual-Report.pdf,
Worthington,2021,1,annual_report,https://worthington-ma.us/wp-content/uploads/2022/08/2021-Annual-Report.pdf,
Worthington,2021,3,election_page,https://worthington-ma.us/2018/11/early-voting-dates-hours/,
Worthington,2021,3,election_page,https://worthington-ma.us/municipal-directory/town-clerk/,Town Clerk
Worthington,2022,1,annual_report,https://worthington-ma.us/wp-content/uploads/2022/08/2021-Annual-Report.pdf,
Worthington,2022,1,annual_report,https://worthington-ma.us/wp-content/uploads/2023/05/FY2022-Annual-Report-1.pdf,
Worthington,2022,3,election_page,https://worthington-ma.us/2018/11/early-voting-dates-hours/,
Worthington,2022,3,election_page,https://worthington-ma.us/municipal-directory/town-clerk/,Town Clerk
Worthington,2023,1,annual_report,https://worthington-ma.us/wp-content/uploads/2023/05/FY2022-Annual-Report-1.pdf,
Worthington,2023,3,election_page,https://worthington-ma.us/2018/11/early-voting-dates-hours/,
Worthington,2023,3,election_page,https://worthington-ma.us/municipal-directory/town-clerk/,Town Clerk
Worthington,2024,3,election_page,https://worthington-ma.us/2018/11/early-voting-dates-hours/,
Worthington,2024,3,election_page,https://worthington-ma.us/municipal-directory/town-clerk/,Town Clerk
Worthington,2025,3,election_page,https://worthington-ma.us/2018/11/early-voting-dates-hours/,
Worthington,2025,3,election_page,https://worthington-ma.us/municipal-directory/town-clerk/,Town Clerk
Worthington,2025,4,minutes,https://drive.google.com/drive/folders/1-HMnLGwHyQH4QjfvTKoNug0lYPZ5Mve9?usp=sharing,Meeting Minutes for 2017 – 2025
