stem,source_sha256,field,was,should_be,read,why,status,decided_by,decided_on,applied_on
Northampton2023,5429eecbce137a0a31bb1982ed3316ae085ceeb051fe699af68f3b37017a1623,elections[Trustees Under the Will of Charles E. Forbes].num_winners -- LEAVE AT 3; the printed 'vote for two' is the error,3,3 (no change) -- filed so a later run does not 'correct' it,"Page 14 heads the block 'TRUSTEES UNDER THE WILL OF CHARLES E. FORBES (vote for two)'. Page 3 of the same document is the City Council's own order of notice, attested by City Clerk Pamela L. Powers, and reads verbatim: '...for three Superintendents of Smith's Agricultural School to serve for two years from the first Monday of January, 2024, for one Elector under the Oliver Smith Will for two years from the first Wednesday of May, 2024, for three Trustees under the Will of Charles E. Forbes for four years from the first Monday of January, 2024...'. Both read at 150dpi.","A printed 'vote for no more than N' normally outranks the arithmetic -- but here the document prints two different N's and the heading is the one that is wrong. The warrant says three, and the clerk's own Blanks row agrees: Francis 2,534 + Teschner 2,370 + Wight 2,889 + George 1,531 + All Other 6 = 9,330, Blanks 7,020, Totals 16,350 = 5,450 x 3 exactly. With two seats the block could not exceed 10,900. The record's 3 is right. Filed with no change so that the next session to read the heading has the warrant quote in front of it.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Northampton2023,5429eecbce137a0a31bb1982ed3316ae085ceeb051fe699af68f3b37017a1623,elections[Superintendent of Smith Vocational and Agricultural High School].scope,regional_district,at_large -- but scope is the owner's,"Page 13 of data/pdfs/Northampton2023.pdf at 150dpi. The block is headed 'SUPERINTENDENT OF SMITH VOCATIONAL AND AGRICULTURAL HIGH SCHOOL (vote for three)' and is tabulated across all fourteen Northampton precincts 1A to 7B, with its own 'TOTAL BALLOTS CAST' row reading 287 497 356 276 380 388 227 473 391 507 374 448 423 423, Totals 5,450, and a contest Totals row of 16,350. Page 3's order of notice lists it among the city offices: 'for three Superintendents of Smith's Agricultural School to serve for two years from the first Monday of January, 2024'.","regional_district exists for contests that span several towns and whose figures may legitimately exceed the host town's ballots; it exempts the contest from the ballot arithmetic. This one does not span anything -- it is elected by Northampton alone and closes exactly on 5,450 x 3, so the exemption is buying nothing and hiding a check. The name is misleading: Smith Vocational admits students from other towns, but the trustees are a Northampton city office. Not applied: scope moves a contest into and out of the arithmetic and is the owner's.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Needham2025,9ae09c6ab07c38c384add8ce88a918e3b110b07471c4069e07500d480990e48e,source -- the held document is only half the return,data/pdfs/Needham2025_d0.pdf treated as the source for all 25 contests,"a second source part covering TOWN MEETING MEMBERS, registered by sha256","All 6 pages of data/pdfs/Needham2025.pdf (sha256 9ae09c6a...) read at 150dpi. Page 1 heads 'Date: Annual Town Election April 8, 2025' and the sheet runs: Moderator, Select Board, Town Clerk, Assessor, School Committee, both Trustees of Memorial Park, Trustee of Needham Public Library, Board of Health, Planning Board, Commissioner of Trust Funds, Needham Housing Authority, and Park & Recreation Commission -- and then STOPS. The last table on page 6 is Park & Recreation and there is nothing after it. The words 'TOWN MEETING' appear nowhere in the document, in the rendered pages, in data/pdftext/Needham2025.txt or in data/raw_ocr/Needham2025.txt.","The record holds 25 contests. Thirteen are on this document and every figure in all thirteen reproduces it exactly. The other twelve are the Town Meeting Member precinct blocks -- 130 of the record's 178 names -- and no document we hold supports a single one of them. That is the whole reason names_grounded reads 48/178: it is not a transcription problem and not an OCR problem, it is a missing source part. Registering the second half by sha256 (see the multi-document-town-years rule) would ground 130 names at a stroke.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Needham2025,9ae09c6ab07c38c384add8ce88a918e3b110b07471c4069e07500d480990e48e,elections[TOWN MEETING MEMBERS - Precinct B].candidates -- the block is six marks short,marks total 6154,"6160 = 770 x 8, if the block is complete","Page 1 of data/pdfs/Needham2025.pdf prints the ballot count by precinct: 'Computer 488 738 634 655 735 786 929 673 865 589 = 7092 / Handcount 19 32 20 26 17 28 26 27 33 20 = 248 / TOTAL 507 770 654 681 752 814 955 700 898 609 = 7340'. Precinct B cast 770 ballots, and every one of the thirteen town-wide tables repeats that 770 in its own TOTAL row. Read at 150dpi.","Nine of the ten eight-seat Town Meeting blocks in the record close EXACTLY on their precinct's ballots times eight -- A 4,056 = 507 x 8, C 5,232 = 654 x 8, D 5,448 = 681 x 8, E 6,016 = 752 x 8, F 6,512 = 814 x 8, G 7,640 = 955 x 8, H 5,600 = 700 x 8, I 7,184 = 898 x 8, J 4,872 = 609 x 8 -- and the two one-year blocks close too (H 1,400 = 700 x 2, I 898 = 898 x 1). Precinct B alone gives 6,154 against 6,160. Six marks. On its own that is the legitimate direction and would be described, not flagged; against nine siblings that close to the mark it is the signature of a dropped cell or a lost name, which is exactly what happened in Needham's Precinct D once before. It cannot be settled here because the Town Meeting half of the return is not among the documents we hold.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Needham2025,9ae09c6ab07c38c384add8ce88a918e3b110b07471c4069e07500d480990e48e,ballots_cast_source,derived_from_contests,printed_in_document,"Page 1 of data/pdfs/Needham2025.pdf at 150dpi prints the count directly, above every contest: 'Computer 7092 / Handcount 248 / TOTAL 7340'.","The value 7,340 is right; only its provenance is understated. It matters because 'derived' and 'printed' are answers to different questions, and this one is printed -- with its two components separated, which is also the evidence that the H/C rows belong in the totals.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Stoughton2026,c4376ea16ac5dc7765df53fe2d5bd5fcbd41597dd5423e59279f7f528af7969f,elections[SELECT BOARD] -- three figures wrong and the seat count wrong; the record names the wrong winners,"Carrara 1071, Jacques 967, Roberts 1071, Others 805, num_winners 3","Carrara 967, Jacques 1071, Roberts 1037, All Others 11, num_winners 2","Page 1 of data/pdfs/Stoughton2026.pdf (sha256 c4376ea1...), the SELECT BOARD block cropped and rendered at 330dpi. Verbatim, with all eight precinct cells and the printed Total: 'Stephanie G. Carrara 101 209 118 152 122 90 97 78 | 967 / Lori A. Jacques 90 160 226 187 94 120 116 78 | 1,071 / Debra C. Roberts 103 163 169 175 106 131 107 83 | 1,037 / Dawn Dino 80 87 77 144 91 54 62 61 | 656 / Write-Ins 0 ... | 0 / Blanks 70 179 123 121 83 77 77 64 | 794 / All Others 0 2 3 1 2 0 1 2 | 11 / Total 444 800 716 780 498 472 460 366 | 4,536'. Each row's eight cells sum to its printed total, and 967+1,071+1,037+656+0+794+11 = 4,536.","This is the one that changes who won. The page gives 1,071 to Lori A. Jacques; the record gives 1,071 to Stephanie G. Carrara AND 1,071 to Debra C. Roberts, and puts Jacques on 967. It also holds Others 805, a figure that appears nowhere on the document. And the seat count is wrong: page 1 prints 'Total number of ballots cast ... 2268' and this block totals 4,536 = 2,268 x 2, so it is a TWO-seat race. With num_winners 3 the record elects Carrara, Roberts and Jacques; the document elects Jacques (1,071) and Roberts (1,037), and Carrara at 967 is fourth of four... third of four, and not elected. Not applied: three cells, a tally row and the seat count move together, and two of the three are ambiguous to qa.apply because 1,071 appears twice in the record. The rest of the return is sound -- School Committee, Redevelopment Authority and Housing Authority all reproduce their printed totals exactly.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Stoughton2026,c4376ea16ac5dc7765df53fe2d5bd5fcbd41597dd5423e59279f7f528af7969f,elections[PRECINCT 6].candidates -- Heather S. Kirby,136,111,"Page 8 of data/pdfs/Stoughton2026.pdf, PRECINCT 6 cropped and rendered at 330dpi. Verbatim: 'Edward Starr 120 / Martin R. West, III 127 / Debra J. Musto 136 / Heather S. Kirby 111 / Robert C. Dever, Jr. 120 / Robert V. Kirby 104 / Write-Ins 0 / Blanks 934 / All Others 7 / Total 1,652'.","The record gives Heather S. Kirby 136, which is Debra J. Musto's figure on the row above, and gives Robert C. Dever, Jr. 111, which is Kirby's. The six names plus Blanks come to 1,652 on the page -- exactly 236 ballots x 7 -- and to 1,675 in the record. || not applied: unrecognised field; enumerate what it IS before applying",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Stoughton2026,c4376ea16ac5dc7765df53fe2d5bd5fcbd41597dd5423e59279f7f528af7969f,elections[PRECINCT 6].candidates -- Robert C. Dever Jr.,111,120,"Same 330dpi crop of page 8: 'Robert C. Dever, Jr. 120', printed between 'Heather S. Kirby 111' and 'Robert V. Kirby 104'.","The second half of the one-row slip described in the Heather S. Kirby row. With both corrected the block reads 120+127+136+111+120+104 = 718 named, Blanks 934, and the printed Total 1,652 = 236 x 7. || not applied: unrecognised field; enumerate what it IS before applying",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Stoughton2026,c4376ea16ac5dc7765df53fe2d5bd5fcbd41597dd5423e59279f7f528af7969f,num_winners -- SELECT BOARD and six of the eight precinct Town Meeting blocks,"Select Board 3; Precincts 1,2,4,6,7,8 = 8,13,12,6,5,4","Select Board 2; Precincts 1,2,4,6,7,8 = 7,7,8,7,8,7 -- but the owner decides; not applied","All 10 pages of data/pdfs/Stoughton2026.pdf at 150dpi, with the two decisive blocks re-cropped at 330dpi. Page 1 prints 'Total number of ballots cast: Pct1 222 Pct2 400 Pct3 358 Pct4 390 Pct5 249 Pct6 236 Pct7 230 Pct8 183, Total 2268' and 'Total number of eligible voters: 22963', 'Stoughton Voter Turnout: 9.9%'. Nothing on the return prints a 'vote for N' for any contest. Each block prints its own Total row: SELECT BOARD 4,536; SCHOOL COMMITTEE 4,536; REDEVELOPMENT AUTHORITY 2,268; HOUSING AUTHORITY 2,268; QUESTION 2,268; PRECINCT 1 1,554; PRECINCT 2 2,800; PRECINCT 3 2,506; PRECINCT 4 3,120; PRECINCT 5 1,743; PRECINCT 6 1,652; PRECINCT 7 1,840; PRECINCT 8 1,281. Signed 'A True Copy Attest: Rogeria Medeiros-Kowalczykowski, CMC, Town Clerk' under the town seal.","Divide each printed Total by its own ballot count and every one is an exact integer: Select Board 4,536/2,268 = 2, School Committee 4,536/2,268 = 2, Redevelopment 1, Housing 1, and precinct by precinct 1,554/222 = 7, 2,800/400 = 7, 2,506/358 = 7, 3,120/390 = 8, 1,743/249 = 7, 1,652/236 = 7, 1,840/230 = 8, 1,281/183 = 7. The record agrees on School Committee, Redevelopment, Housing, Precinct 3 and Precinct 5, and disagrees on the other seven -- and where it disagrees, num_winners equals the number of names in the block rather than the seats up: Precinct 4 has twelve candidates and num_winners 12 against eight seats, Precinct 2 fourteen candidates and 13. That is the failure mode this project already names: seats up, not people who won, and not people who stood. NOT APPLIED. Nothing on this document states a seat count in words, so the whole case is arithmetic, and this field decides who won. One caution for the owner: in every precinct block the printed Total EXCLUDES the 'All Others' row (Precinct 1's column sums to 1,560 against a printed 1,554) while in the four town-wide blocks it INCLUDES it -- so the divisor is the clerk's own total, not the record's mark count.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Milford2025,3dbdd2cd8832641afdb12e68a90c59cc700983a08b77a5b621f2fb671a5eb81c,source -- the held document is only the town-wide half of the return,data/pdfs/Milford2025_d0.pdf treated as the source for all 31 contests,"a second source part covering the Town Meeting Member precinct blocks, registered by sha256","Both pages of data/pdfs/Milford2025.pdf (sha256 3dbdd2cd..., 2 pages, Page rot 0) at 150dpi. Page 1 heads 'OFFICIAL RESULTS / ANNUAL TOWN ELECTION / Milford, Massachusetts / Tuesday, April 1, 2025' and prints 'TOTAL REGISTERED VOTERS 1650 2446 2238 1728 2761 2496 2935 2589 = 18843 / TOTAL VOTES CAST 71 103 76 69 135 161 160 154 = 929 / PERCENT OF BALLOTS CAST 4% 4% 3% 4% 5% 6% 5% 6% = 5%'. The document runs Select Board, Board of Health, Board of Assessors, Library Trustees, Park Commissioner, Planning Board, Sewer Commissioner, School Committee, Trustee of Vernon Grove Cemetery, Water Commissioner, Housing Authority, Constable -- and ends there, on page 2, under 'Town of Milford / Annual Town Election / April 1, 2025'. The words 'TOWN MEETING' appear nowhere in the rendered pages, nor in data/raw_ocr/Milford2025.txt, data/markdown/Milford2025.md or data/pdftext/Milford2025.txt (grep count 0 in all three).","The record holds 31 contests. Twelve are on this document and all twelve reproduce it exactly -- Walsh 728/9/192, Mazzuchelli 787/3/139, Simas 647/1/281, Abisla 630 and Johanson 549, Crisafulli 705, Mainini III 673, the four Sewer Commissioner write-in rows 15/104/27/82/701, Erickson 617 and Sobers 603, Boisclair 652 and Elliott 568, Bruce 626, Jennifer S. Walsh 677, and all seven Constables. The other nineteen are the Town Meeting Member precinct blocks, and no reading we hold contains a single one of their ~80 names. That is why names_grounded reads 27/107. Same shape as Needham 2025: not a transcription problem, a missing source part. Worth saying that the missing half is evidently GOOD data -- every one of the nineteen blocks closes exactly on its own precinct's printed ballots times its seat count (Precinct 1 710 = 71 x 10, Precinct 6 1,610 = 161 x 10, Precinct 8 308 = 154 x 2), and the eight precinct counts sum to the printed 929.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Walpole2023,34895a661884ad9aa0aeead28ba8a8d2e1dd2f38d67333ea2f3a91f5c23b6b65,elections[Town Meeting Member -- RTM P1].candidates[1].name_original,Megan Rees Allman,Megan Rees Ahigian,"Page 2 of data/pdfs/Walpole2023.pdf (sha256 34895a66...), the 'RTM - P1 - 3 YRS (Vote for 7)' block cropped and rendered at 400dpi. Verbatim, in order: 'Blanks 437 / Megan Rees Ahigian 145 / Erin Michele Boyd 152 / Jennifer N. Geosits 151 / John T. Hasenjaeger 101 / Jennifer Jackson 152 / Jillian D. Morley 137 / Marc E. Litz 132 / Heather L. Miller 141 / Write Ins 6 / 1554'.","Ahigian read as Allman -- not a slip in a letter but a different surname, and she is the fourth-placed of eight in a seven-seat race, so she was elected. The figure 145 is exact and the block closes at 1,554 = 222 x 7, which is why nothing but reading the page could find it.",proposed,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Walpole2023,34895a661884ad9aa0aeead28ba8a8d2e1dd2f38d67333ea2f3a91f5c23b6b65,elections[Town Meeting Member -- RTM P1].candidates[3].name_original,Jennifer N. Gesotis,Jennifer N. Geosits,"Same 400dpi crop of page 2: 'Jennifer N. Geosits 151', the third name in the RTM - P1 - 3 YRS block.","Geosits read as Gesotis -- the same letters, two of them transposed. Elected, on 151 votes.",proposed,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Wrentham2024,78fa842d264555215b6a6a7ec14f0b2c6193447b03e5c6eff7ef9ef5fc7ef0f7,whole record -- the two tally sheets were merged and the main sheet's Blanks rows were lost,"11 contests; every one short of ballots x seats; Board of Health holds 164 of 1,273 and the Housing Authority seats are crossed",a reparse that keeps the main Tally Sheet and the Write-Ins Tally Sheet distinct,"All 8 pages of data/pdfs/Wrentham2024.pdf (sha256 78fa842d...) at 150dpi. The document is 'Minutes of the Annual Town Election / April 1, 2024', Town of Wrentham, attested by Cynthia L. Thompson, Town Clerk, and it carries TWO tables. Pages 3-4 are the 'Annual Town Election - April 1, 2024 - Tally Sheet - Official Results', four precinct columns, each contest listing its candidates then 'Blanks' then 'Write-Ins' then 'Total'. Pages 5-8 are the 'Official Write-Ins Tally Sheet', which breaks each contest's Write-Ins line into named people plus its own 'Blanks' row -- the write-in ballots whose line was left blank. Verbatim from page 3: 'Board of Health (1) - 3 years / Blanks 255 273 303 278 = 1109 / Write-Ins 16 81 35 32 = 164 / Total 271 354 338 310 = 1273'. Verbatim from page 5: 'Board of Health (1) - 3 years / Blanks 4 4 9 1 = 18 / George Smith 5 58 11 16 = 90 / Lee Gentile 4 9 5 6 = 24 / ... Total 16 81 35 32 = 164'. Page 2 prints the ballot count in words: 'This election had a total of 1273 voters just making it close to a 13% total turnout', and 'There were Board of Health and Housing Authority vacancies that no nomination papers were pulled, so required write-in votes.'","The record took the write-in sheet's Blanks row as the contest's Blanks and lost the main sheet's. Every contest is short in exactly that pattern: Board of Selectmen 2,543 of 2,546 (missing the write-in sheet's Blanks 3), Fiske Trustee 2,545 of 2,546 (Blanks 1), Moderator 1,271 of 1,273 (2), Planning Board 3,817 of 3,819 (2), King Philip 1,269 of 1,273 (a Blanks 2 plus a second 'Lauren Blakesly 2' row the sheet prints twice). Two are worse. BOARD OF HEALTH holds 164 of 1,273: the record is the write-in sheet ALONE, with 'Blanks 18' from that sheet, and the main sheet's Blanks 1,109 is absent, so the contest publishes 164 marks in an election of 1,273 ballots. WRENTHAM SCHOOL COMMITTEE holds Blanks 341, which is the write-in TOTAL, not a blanks figure at all -- the write-in sheet's own Blanks is 1 and the main sheet's is 548, and the record has neither. And the two HOUSING AUTHORITY seats are crossed: the record's first block pairs Andrea Lucia Nardini Murphy 888, who is the sole ballot candidate of the THREE-year seat, with the write-in breakdown of the FIVE-year seat (Jamgochian 53, Milchaves 20, Blanks 19, Total 119), while its second block is the three-year seat's write-in sheet (Total 29) standing alone. The five-year seat had no ballot candidate at all and its main Blanks 1,154 is missing, as is the three-year seat's 356. All five ungrounded names are on the page as held -- 'Christopher G. Gallo 918', 'Christopher Joseph Doherty 162', 'Meghan McAlister 1', 'Philip George Jordan 886', 'Will Tyree 1'. Nothing here is a misread digit; it is one structural decision applied eleven times, so it is a reparse and not a row.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
